iter	RMSE
514	0.3074691408
515	0.3074467614
516	0.3074158065
517	0.3073609251
518	0.3073138913
519	0.3072621333
520	0.30718652
521	0.3071444376
522	0.3070831222
523	0.3070299196
524	0.3070061686
525	0.3069874181
526	0.3069600026
527	0.3069355865
528	0.3068806826
529	0.306839146
530	0.3068108382
531	0.3067310273
532	0.3067185679
533	0.3066746183
534	0.3066595859
535	0.3066152393
536	0.3065790669
537	0.3065390808
538	0.3064947739
539	0.3064472146
540	0.3064168333
541	0.3064078163
542	0.3063622543
543	0.3062914479
544	0.3062380702
545	0.306203741
546	0.3061713032
547	0.3061515298
548	0.3061019002
549	0.3060939537
550	0.3060467357
551	0.3060146043
552	0.3059723281
553	0.3059512249
554	0.3059419201
555	0.3059064923
556	0.3058897367
557	0.3058627053
558	0.3058231132
559	0.305782883
560	0.3057646177
561	0.3057239656
562	0.3056714124
563	0.305564181
564	0.3055256908
565	0.3054752153
566	0.3054316035
567	0.3053945624
568	0.3053416719
569	0.3053243444
570	0.3052679142
571	0.3052318448
572	0.3051956992
573	0.3051467242
574	0.3051005763
575	0.3050835815
576	0.3050330026
577	0.3050151517
578	0.3049908995
579	0.3049657189
580	0.3049428671
581	0.3049207012
582	0.3048839204
583	0.3048457065
584	0.3047901302
585	0.3047328061
586	0.3047107819
587	0.3046670557
588	0.3046494882
589	0.3045832672
590	0.3045395513
591	0.3045154094
592	0.304468877
593	0.3044544919
594	0.3044332191
595	0.304399006
596	0.3043478092
597	0.3043175547
598	0.3042840812
599	0.3042583941
600	0.3041982872
601	0.3041842283
602	0.304164977
603	0.3041473629
604	0.3041184756
605	0.3040921892
606	0.3040020371
607	0.3039852966
608	0.3039433967
609	0.3039074032
610	0.3038877326
611	0.3038366478
612	0.3038102007
613	0.3037789195
614	0.3037318375
615	0.3036922141
616	0.303643388
617	0.3036006007
618	0.3035668101
619	0.3035408835
620	0.3034886485
621	0.3034771747
622	0.3034364803
623	0.3034235615
624	0.3034034996
625	0.3033796217
626	0.3033244467
627	0.3032936059
628	0.3032150144
629	0.303177208
630	0.3031164525
631	0.3030862792
632	0.303055865
633	0.3030068706
634	0.3029553512
635	0.3029359576
636	0.3029148271
637	0.3028741792
638	0.3028485678
639	0.3028075774
640	0.3027770427
641	0.3027486351
642	0.3026939255
643	0.3026661943
644	0.3025977832
645	0.3025711304
646	0.3025125516
647	0.3024939124
648	0.3024302929
649	0.3024078404
650	0.3023650607
651	0.3023147232
652	0.3022822499
653	0.3022644326
654	0.3021926628
655	0.3021453363
656	0.3021083098
657	0.3021012835
658	0.3020651557
659	0.3020396537
660	0.3020038436
661	0.301965651
662	0.3019327762
663	0.3018875661
664	0.30178914
665	0.3017602603
666	0.3017372369
667	0.301674696
668	0.3016232698
669	0.3015801524
670	0.3015559234
671	0.3015126354
672	0.3014809945
673	0.3014247859
674	0.3013815676
675	0.3013577524
676	0.3013261995
677	0.3012883292
678	0.3012483412
679	0.301217371
680	0.3011862301
681	0.3011688824
682	0.3011274608
683	0.3010615827
684	0.3010243058
685	0.3009807339
686	0.3009597582
687	0.3009093102
688	0.3008798297
689	0.3008726396
690	0.3008385465
691	0.3008173206
692	0.3008120467
693	0.3007986928
694	0.3007660211
695	0.3007375408
696	0.3007168131
697	0.3006809083
698	0.300651138
699	0.3006259487
700	0.3005896258
701	0.300568535
702	0.3005207097
703	0.300513767
704	0.3004579836
705	0.3004037853
706	0.300393203
707	0.3003446576
708	0.3003187559
709	0.3002977966
710	0.3002627256
711	0.3002557184
712	0.3002127176
713	0.300181719
714	0.3001552976
715	0.3001119179
716	0.3000918451
717	0.3000792688
718	0.3000366504
719	0.299992539
720	0.299971968
721	0.2999276664
722	0.2998993018
723	0.2998842614
724	0.2998631455
725	0.2998291524
726	0.2998187096
727	0.2997704299
728	0.2997417349
729	0.2997172153
730	0.2996905248
731	0.2996676541
732	0.2996466966
733	0.2996227544
734	0.2995953281
735	0.2995795104
736	0.2995514179
737	0.2995278957
738	0.2994898748
739	0.2994715414
740	0.2994252922
741	0.2993870957
742	0.2993664941
743	0.2993299497
744	0.299286224
745	0.2992617534
746	0.2992452874
747	0.2992180793
748	0.2991696295
749	0.2991519576
750	0.2991316554
751	0.2991136748
752	0.299070231
753	0.2990336653
754	0.2990141716
755	0.2989835038
756	0.2989628218
757	0.2989363937
758	0.2989017954
759	0.2988708942
760	0.298838159
761	0.2988090747
762	0.298764056
763	0.2987283202
764	0.2986953409
765	0.298672738
766	0.298624598
767	0.2986051301
768	0.298541081
769	0.2985174527
770	0.2984780224
771	0.2984443862
772	0.2984117472
773	0.2983474241
774	0.2983107113
775	0.2982885947
776	0.2982529837
777	0.2982209341
778	0.2981895607
779	0.2981466196
780	0.2981310798
781	0.2980762995
782	0.2980195627
783	0.2980065737
784	0.2979702677
785	0.2979394938
786	0.2979055727
787	0.2978762074
788	0.2978605719
789	0.2978180131
790	0.297802453
791	0.2977714518
792	0.2977228059
793	0.297676594
794	0.2976431735
795	0.2976101875
796	0.2975957419
797	0.2975862977
798	0.2975743592
799	0.2975218736
800	0.2975088474
801	0.2974738375
802	0.2974594131
803	0.2974346975
804	0.2974091409
805	0.2973685191
806	0.2973383381
807	0.2973132133
808	0.2972861324
809	0.2972475727
810	0.2972383274
811	0.2972010954
812	0.2971623507
813	0.2971357097
814	0.2971009728
815	0.2970788313
816	0.2970134865
817	0.2969797391
818	0.2969336228
819	0.2969197574
820	0.2968894756
821	0.2968789893
822	0.2968509492
823	0.2968109385
824	0.2967631317
825	0.2967079735
826	0.2966509664
827	0.2966052439
828	0.2965670602
829	0.2965243709
830	0.2964858739
831	0.296423661
832	0.2964123782
833	0.2963648803
834	0.2963544413
835	0.2963297063
836	0.2963026157
837	0.2962704409
838	0.2962573784
839	0.2962364997
840	0.296223164
841	0.2962063512
842	0.2961784556
843	0.2961364554
844	0.2961096355
845	0.2961011304
846	0.2960929504
847	0.296078527
848	0.2960546379
849	0.2960264891
850	0.2959991812
851	0.2959665082
852	0.2959569095
853	0.2959305731
854	0.2958631932
855	0.2958446619
856	0.295834392
857	0.2958111991
858	0.2958057528
859	0.295786408
860	0.2957612025
861	0.2957111828
862	0.29566665
863	0.2956423574
864	0.295611741
865	0.2955724431
866	0.2955188301
867	0.2954926757
868	0.2954644629
869	0.2954412341
870	0.2953934228
871	0.2953784196
872	0.2953501453
873	0.2953201483
874	0.2952774819
875	0.295249019
876	0.2952140032
877	0.2951775906
878	0.2951537499
879	0.2951297805
880	0.2951055887
881	0.2950865681
882	0.2950704432
883	0.2950433497
884	0.2950155884
885	0.2949798763
886	0.2949349307
887	0.2949227653
888	0.2949051131
889	0.2948865866
890	0.294862373
891	0.2948262549
892	0.2947759881
893	0.2947483958
894	0.2947167314
895	0.2946967382
896	0.2946442159
897	0.2946280375
898	0.2946050256
899	0.2945753039
900	0.2945611043
901	0.2945518735
902	0.2945211674
903	0.2945005317
904	0.2944816446
905	0.2944657131
906	0.2944451868
907	0.2944049084
908	0.2943830822
909	0.2943655574
910	0.2943026432
911	0.2942788969
912	0.2942472824
913	0.2941900627
914	0.2941704621
915	0.2941254035
916	0.2940997396
917	0.2940851632
918	0.294056501
919	0.2940248264
920	0.2939752253
921	0.2939591048
922	0.2939353255
923	0.2938903884
924	0.2938830169
925	0.2938527868
926	0.2938307344
927	0.2938140071
928	0.293757221
929	0.2937435169
930	0.2937093347
931	0.2936427594
932	0.2935934789
933	0.2935697513
934	0.2935221392
935	0.2934720218
936	0.2934551588
937	0.2934290447
938	0.2933934717
939	0.2933745683
940	0.2933502404
941	0.2933159669
942	0.2932889527
943	0.2932491235
944	0.2932078272
945	0.2931833728
946	0.2931525764
947	0.2931178103
948	0.293100894
949	0.2930806457
950	0.2930539966
951	0.2930303015
952	0.2929776139
953	0.2929343816
954	0.2929039366
955	0.2928595991
956	0.2928294737
957	0.2927930247
958	0.2927702215
959	0.2927350623
960	0.2926957252
961	0.2926575353
962	0.2926079621
963	0.2925993553
964	0.2925858248
965	0.2925558991
966	0.292535714
967	0.2925189666
968	0.2924921844
969	0.2924630279
970	0.2924383413
971	0.292428488
972	0.2923851641
973	0.2923509935
974	0.2923198491
975	0.2923090848
976	0.2922834339
977	0.2922585263
978	0.2922326101
979	0.2922136061
980	0.2921869969
981	0.2921548565
982	0.2921253102
983	0.292100282
984	0.2920831199
985	0.2920637095
986	0.292020714
987	0.291993471
988	0.2919761206
989	0.2919578564
990	0.2919417072
991	0.291927696
992	0.2918912121
993	0.2918766325
994	0.2918526504
995	0.2918387099
996	0.2918330569
997	0.2917905621
998	0.2917581591
999	0.2917290306
